"date","hour","obs","click_bool","booking_bool","gross_bookings_usd"
"2012-11-27","19",2336,103,64,19183.55
"2012-11-27","20",2025,85,55,26209.7
"2012-11-27","21",1638,75,47,12238.75
"2012-11-27","22",1582,64,45,20288.78
"2012-11-27","23",692,35,20,7916.04
"2012-11-28","00",839,39,21,7882.07
"2012-11-28","01",383,17,11,3733.36
"2012-11-28","02",442,17,16,5450.14
"2012-11-28","03",369,14,8,2664.9
"2012-11-28","04",445,17,12,5984.64
"2012-11-28","05",811,31,23,11116.96
"2012-11-28","06",610,26,16,10054.68
"2012-11-28","07",1417,55,46,15969.91
"2012-11-28","08",1431,59,43,23250.9
"2012-11-28","09",2182,98,56,23604.43
"2012-11-28","10",2196,104,57,27663.15
"2012-11-28","11",2364,99,69,43979.65
"2012-11-28","12",2051,91,62,24195.97
"2012-11-28","13",2202,98,65,36248.25
"2012-11-28","14",2346,102,57,19497.22
"2012-11-28","15",1755,75,43,15799.94
"2012-11-28","16",1887,88,63,20018.72
"2012-11-28","17",2630,117,75,26321.28
"2012-11-28","18",2160,94,69,22980.56
"2012-11-28","19",2209,92,50,18119
"2012-11-28","20",2221,104,57,18817.99
"2012-11-28","21",2083,96,55,23172.21
"2012-11-28","22",1499,70,39,11322.59
"2012-11-28","23",1284,62,35,10695.72
"2012-11-29","00",511,20,14,6710.64
"2012-11-29","01",322,17,11,4520.98
"2012-11-29","02",226,10,5,2055
"2012-11-29","03",288,10,6,1301.55
"2012-11-29","04",379,14,9,3441.95
"2012-11-29","05",647,26,24,7016.27
"2012-11-29","06",1033,43,31,12360.87
"2012-11-29","07",1272,60,38,11809.52
"2012-11-29","08",1533,58,38,18567.9
"2012-11-29","09",1720,76,51,16866.89
"2012-11-29","10",2144,93,64,25261.65
"2012-11-29","11",1953,80,60,21317.61
"2012-11-29","12",1876,77,50,16262.26
"2012-11-29","13",2016,96,59,16185.32
"2012-11-29","14",2171,94,61,25018.83
"2012-11-29","15",1914,81,49,20264.14
"2012-11-29","16",2270,102,73,31761.18
"2012-11-29","17",1670,75,47,13325
"2012-11-29","18",1842,78,48,14770.32
"2012-11-29","19",1770,78,48,21603.82
"2012-11-29","20",1829,91,50,16213.2
"2012-11-29","21",1766,88,52,23644.48
"2012-11-29","22",1308,55,39,15452.97
"2012-11-29","23",985,36,19,9727.45
"2012-11-30","00",571,28,16,10369.78
"2012-11-30","01",515,24,17,5865.52
"2012-11-30","02",316,16,7,3465.89
"2012-11-30","03",123,4,2,305.82
"2012-11-30","04",273,14,12,4149.34
"2012-11-30","05",588,21,16,3672.37
"2012-11-30","06",830,33,24,6508.36
"2012-11-30","07",1435,63,41,13163.91
"2012-11-30","08",1505,67,42,20196.49
"2012-11-30","09",1924,95,53,16386.52
"2012-11-30","10",1617,64,47,17209.61
"2012-11-30","11",2559,106,62,24213.48
"2012-11-30","12",2400,100,70,21389.44
"2012-11-30","13",1939,84,62,22779.38
"2012-11-30","14",2248,93,65,21881.58
"2012-11-30","15",1454,61,45,13439.65
"2012-11-30","16",2195,84,56,20602.54
"2012-11-30","17",1414,65,39,19052.36
"2012-11-30","18",1698,74,51,14648.09
"2012-11-30","19",1362,62,44,14546.34
"2012-11-30","20",1308,56,38,14556.71
"2012-11-30","21",1281,59,34,9725.64
"2012-11-30","22",1219,51,35,15541.37
"2012-11-30","23",690,32,19,7042.35
"2012-12-01","00",539,25,19,7771.18
"2012-12-01","01",362,13,9,2751.44
"2012-12-01","02",299,16,5,2196.9
"2012-12-01","03",209,8,8,2039
"2012-12-01","04",205,9,8,3217.01
"2012-12-01","05",523,24,16,4248.83
"2012-12-01","06",776,34,24,9114.35
"2012-12-01","07",951,38,28,5370.54
"2012-12-01","08",1145,45,31,11137
"2012-12-01","09",966,39,29,11272.31
"2012-12-01","10",1515,66,51,31860.01
"2012-12-01","11",1399,64,38,13031.4
"2012-12-01","12",1515,58,41,18800.14
"2012-12-01","13",1537,72,45,16959.59
"2012-12-01","14",1424,66,41,10372.95
"2012-12-01","15",1192,56,30,9950.51
"2012-12-01","16",1345,67,40,13121.82
"2012-12-01","17",1393,63,40,11342.44
"2012-12-01","18",1163,49,31,9290.76
"2012-12-01","19",1116,47,28,10346.94
"2012-12-01","20",1417,59,36,14537.27
"2012-12-01","21",969,40,24,10181.9
"2012-12-01","22",858,33,25,8367.67
"2012-12-01","23",826,37,20,6343.68
"2012-12-02","00",506,27,16,5950
"2012-12-02","01",522,20,12,3662.23
"2012-12-02","02",349,16,7,2753.71
"2012-12-02","03",282,11,5,1560.24
"2012-12-02","04",392,14,12,5932.49
"2012-12-02","05",193,7,5,1512.04
"2012-12-02","06",421,19,11,6528.23
"2012-12-02","07",781,34,21,5330.32
"2012-12-02","08",999,37,24,9928.21
"2012-12-02","09",1297,54,36,14652.18
"2012-12-02","10",1359,55,36,9620.85
"2012-12-02","11",1812,80,52,23091.32
"2012-12-02","12",1878,81,51,17462.37
"2012-12-02","13",1553,79,51,36756.93
"2012-12-02","14",1654,69,44,19882.16
"2012-12-02","15",1684,68,52,22162.72
"2012-12-02","16",2093,91,60,32255.61
"2012-12-02","17",2453,108,69,27121.08
"2012-12-02","18",2102,107,63,28698.07
"2012-12-02","19",2038,95,51,18207.31
"2012-12-02","20",1987,84,49,14757.33
"2012-12-02","21",1406,72,42,15141.6
"2012-12-02","22",987,51,30,10046.6
"2012-12-02","23",1006,49,31,16539.04
"2012-12-03","00",588,27,10,6620.13
"2012-12-03","01",241,12,7,3114.42
"2012-12-03","02",232,8,6,4054.43
"2012-12-03","03",183,6,5,2378.1
"2012-12-03","04",289,12,9,3351.47
"2012-12-03","05",421,17,7,1193.55
"2012-12-03","06",715,28,22,10677.58
"2012-12-03","07",1342,56,40,17724.55
"2012-12-03","08",1679,65,39,14649.7
"2012-12-03","09",2350,109,71,23105.42
"2012-12-03","10",2215,96,65,23178.8
"2012-12-03","11",2414,94,62,27773.51
"2012-12-03","12",2439,101,68,25347.93
"2012-12-03","13",2134,98,68,31794.18
"2012-12-03","14",1696,76,47,19103.96
"2012-12-03","15",1883,80,59,18882.39
"2012-12-03","16",2132,98,65,24093.53
"2012-12-03","17",2842,134,82,32058.11
"2012-12-03","18",2521,98,74,28375.96
"2012-12-03","19",2524,107,68,28655.03
"2012-12-03","20",1841,86,46,13433.79
"2012-12-03","21",2085,86,62,19842.36
"2012-12-03","22",1468,64,41,20826.81
"2012-12-03","23",956,44,25,7164.61
"2012-12-04","00",812,42,27,13265.48
"2012-12-04","01",244,10,8,3447.97
"2012-12-04","02",130,6,3,344.38
"2012-12-04","03",360,14,8,3295.64
"2012-12-04","04",252,8,6,4415
"2012-12-04","05",622,26,18,3237.77
"2012-12-04","06",854,43,23,8261.32
"2012-12-04","07",1291,49,37,13836.13
"2012-12-04","08",1727,73,46,16008.73
"2012-12-04","09",1581,70,51,20322.11
"2012-12-04","10",1962,83,59,22927.91
"2012-12-04","11",2256,102,64,17071.73
"2012-12-04","12",1905,83,52,14808.19
"2012-12-04","13",2333,100,62,18390.89
"2012-12-04","14",2019,96,56,13723.13
"2012-12-04","15",1671,71,52,15318.29
"2012-12-04","16",1866,81,59,21888.81
"2012-12-04","17",2348,100,71,43384.58
"2012-12-04","18",2186,97,63,22593.36
"2012-12-04","19",2238,103,59,18195.42
"2012-12-04","20",2122,97,65,26983.27
"2012-12-04","21",1754,70,47,12984.62
"2012-12-04","22",1136,55,34,12737.59
"2012-12-04","23",1042,53,26,9965.66
"2012-12-05","00",680,27,20,8200.52
"2012-12-05","01",434,18,13,8809.2
"2012-12-05","02",384,15,7,973.86
"2012-12-05","03",282,10,8,1644.56
"2012-12-05","04",371,17,11,3684.03
"2012-12-05","05",578,26,20,10123.74
"2012-12-05","06",885,33,28,8012.49
"2012-12-05","07",1712,75,50,18155.85
"2012-12-05","08",1871,78,56,19742.13
"2012-12-05","09",1903,87,56,24568.64
"2012-12-05","10",1962,73,58,22515.08
"2012-12-05","11",2100,85,50,19305.48
"2012-12-05","12",1974,93,48,18885.23
"2012-12-05","13",1868,80,52,20832.24
"2012-12-05","14",2048,81,53,21208.27
"2012-12-05","15",2155,88,65,21103.67
"2012-12-05","16",2092,89,62,24475.09
"2012-12-05","17",2498,112,70,26153.78
"2012-12-05","18",2783,108,77,24361.39
"2012-12-05","19",2447,102,74,35214.34
"2012-12-05","20",1928,90,55,18750.76
"2012-12-05","21",1819,81,54,20987.64
"2012-12-05","22",1230,53,37,15600.41
"2012-12-05","23",954,44,22,8998.27
"2012-12-06","00",403,17,12,6129.74
"2012-12-06","01",442,18,13,4721.33
"2012-12-06","02",415,16,11,4403.74
"2012-12-06","03",229,17,6,2127.52
"2012-12-06","04",344,14,13,3635.64
"2012-12-06","05",490,18,15,5740.67
"2012-12-06","06",707,31,24,8075.67
"2012-12-06","07",957,40,28,8095.25
"2012-12-06","08",1100,48,27,14053.46
"2012-12-06","09",2065,80,53,19537.7
"2012-12-06","10",2003,92,48,21842.36
"2012-12-06","11",1782,74,45,16807.63
"2012-12-06","12",2331,101,66,21396.42
"2012-12-06","13",1696,68,45,16864.33
"2012-12-06","14",1898,88,59,17015.71
"2012-12-06","15",1638,82,49,19105.2
"2012-12-06","16",2289,110,61,18222.1
"2012-12-06","17",2221,101,69,24147.73
"2012-12-06","18",2364,106,61,21808.95
"2012-12-06","19",1638,74,39,12219.05
"2012-12-06","20",1776,67,47,14731.79
"2012-12-06","21",1857,84,46,20947.95
"2012-12-06","22",1531,67,41,15294.11
"2012-12-06","23",850,38,26,7405.2
"2012-12-07","00",604,31,19,4257.71
"2012-12-07","01",499,20,8,1855.88
"2012-12-07","02",380,16,12,5158.25
"2012-12-07","03",251,10,9,2363.62
"2012-12-07","04",369,19,9,3751.76
"2012-12-07","05",566,24,14,3857.96
"2012-12-07","06",939,39,30,7254.47
"2012-12-07","07",1288,56,45,21487.3
"2012-12-07","08",1650,73,40,10945.1
"2012-12-07","09",1832,72,54,19818.41
"2012-12-07","10",1724,72,57,23049.37
"2012-12-07","11",1826,77,60,36355.51
"2012-12-07","12",2089,96,61,33113.96
"2012-12-07","13",1595,67,46,17189.27
"2012-12-07","14",1882,83,54,20341.99
"2012-12-07","15",1455,73,50,20351.02
"2012-12-07","16",1345,56,39,13918.19
"2012-12-07","17",1797,86,50,18777.15
"2012-12-07","18",1608,68,42,15945.52
"2012-12-07","19",1697,72,48,21280.47
"2012-12-07","20",1652,69,33,12457.61
"2012-12-07","21",1186,50,31,8749.33
"2012-12-07","22",1136,56,27,10928.26
"2012-12-07","23",679,32,18,4905.07
"2012-12-08","00",488,22,10,2773.3
"2012-12-08","01",520,21,17,4915.02
"2012-12-08","02",162,7,3,1175.49
"2012-12-08","03",117,6,6,1307.73
"2012-12-08","04",294,12,10,5049.7
"2012-12-08","05",501,19,9,2410.64
"2012-12-08","06",779,33,18,6937.19
"2012-12-08","07",863,37,28,7948.27
"2012-12-08","08",1102,51,34,9266.81
"2012-12-08","09",1326,60,38,14045.5
"2012-12-08","10",844,36,28,13456.39
"2012-12-08","11",1581,64,46,20649.08
"2012-12-08","12",1644,78,47,14934.88
"2012-12-08","13",1347,59,34,13176.9
"2012-12-08","14",1503,64,50,30191.1
"2012-12-08","15",1473,61,40,15091.33
"2012-12-08","16",1383,62,43,13147.11
"2012-12-08","17",1395,69,42,15871.06
"2012-12-08","18",1516,67,44,16498.66
"2012-12-08","19",1307,52,35,7258.87
"2012-12-08","20",1338,63,41,10836.58
"2012-12-08","21",1197,46,25,14258.49
"2012-12-08","22",942,48,25,14007.31
"2012-12-08","23",748,33,19,7404.34
"2012-12-09","00",684,30,19,6786.26
"2012-12-09","01",260,12,7,2055.51
"2012-12-09","02",272,13,9,4180.7
"2012-12-09","03",117,6,3,1244.83
"2012-12-09","04",267,13,8,3645.83
"2012-12-09","05",490,18,12,5688.36
"2012-12-09","06",657,26,19,7691.68
"2012-12-09","07",610,36,20,6560.5
"2012-12-09","08",842,34,20,9061.66
"2012-12-09","09",1054,47,31,14764.42
"2012-12-09","10",1440,64,51,13028.1
"2012-12-09","11",1542,64,48,20924.3
"2012-12-09","12",2099,85,58,25588.66
"2012-12-09","13",1523,62,36,10426.86
"2012-12-09","14",1856,78,51,16302.86
"2012-12-09","15",2145,103,55,27579.03
"2012-12-09","16",2076,88,57,19962.34
"2012-12-09","17",2095,108,67,26206.44
"2012-12-09","18",2255,87,72,34585.9
"2012-12-09","19",2493,103,64,22514.19
"2012-12-09","20",1651,80,54,20571.25
"2012-12-09","21",1177,59,32,13607.93
"2012-12-09","22",1300,60,38,16706.18
"2012-12-09","23",925,42,24,8582.64
"2012-12-10","00",665,28,21,10636.26
"2012-12-10","01",272,31,9,7388.86
"2012-12-10","02",220,10,8,3666.64
"2012-12-10","03",282,14,8,1685.12
"2012-12-10","04",218,9,7,2287.7
"2012-12-10","05",883,33,19,5783.95
"2012-12-10","06",1095,40,28,11938.63
"2012-12-10","07",1126,49,34,12065.1
"2012-12-10","08",1847,73,47,12370.79
"2012-12-10","09",1705,70,39,12015.83
"2012-12-10","10",2005,83,45,23764.12
"2012-12-10","11",2085,84,56,19145.17
"2012-12-10","12",2079,92,54,19817.05
"2012-12-10","13",1873,86,53,24543.7
"2012-12-10","14",1623,72,46,22859.25
"2012-12-10","15",2093,91,51,16164.78
"2012-12-10","16",2272,101,65,22905.12
"2012-12-10","17",1635,73,41,13974.43
"2012-12-10","18",2383,102,61,23464.17
"2012-12-10","19",2140,92,56,18334.72
"2012-12-10","20",1852,79,51,14777.61
"2012-12-10","21",1609,69,54,19687.69
"2012-12-10","22",1201,61,31,15033.25
"2012-12-10","23",698,28,19,5281.11
"2012-12-11","00",623,28,21,6053.96
"2012-12-11","01",403,22,11,3555.73
"2012-12-11","02",232,11,5,942.48
"2012-12-11","03",461,23,13,3755.88
"2012-12-11","04",311,12,8,2774.26
"2012-12-11","05",535,24,16,4006.58
"2012-12-11","06",831,32,25,9572.37
"2012-12-11","07",709,35,19,5059.77
"2012-12-11","08",1449,58,46,10832.9
"2012-12-11","09",1933,79,56,18921.37
"2012-12-11","10",1624,62,46,18495.08
"2012-12-11","11",2404,110,77,32178.15
"2012-12-11","12",2028,83,52,15244.92
"2012-12-11","13",1787,88,51,26813.09
"2012-12-11","14",2227,90,53,14425.34
"2012-12-11","15",1760,72,49,18966.73
"2012-12-11","16",1624,70,46,18210.12
"2012-12-11","17",2435,107,59,18398.14
"2012-12-11","18",2299,99,64,18804.41
"2012-12-11","19",2219,98,58,23967.38
"2012-12-11","20",1851,90,57,21288.22
"2012-12-11","21",1755,78,45,18282.91
"2012-12-11","22",1597,74,44,23953.96
"2012-12-11","23",928,42,20,11236.66
"2012-12-12","00",361,17,11,5027.96
"2012-12-12","01",184,9,7,1945.42
"2012-12-12","02",470,18,11,4335.57
"2012-12-12","03",129,7,3,292.13
"2012-12-12","04",400,16,7,1468.44
"2012-12-12","05",479,23,16,4405.27
"2012-12-12","06",1229,49,37,10311.02
"2012-12-12","07",1020,42,29,7186.58
"2012-12-12","08",1867,78,59,19565.18
"2012-12-12","09",1663,72,50,16041.07
"2012-12-12","10",2663,115,73,26228.32
"2012-12-12","11",1985,82,57,15683.44
"2012-12-12","12",2323,100,61,19841.83
"2012-12-12","13",1941,87,57,23919.32
"2012-12-12","14",1743,77,55,25992.88
"2012-12-12","15",2000,83,53,17946.82
"2012-12-12","16",2393,112,64,20618.01
"2012-12-12","17",2464,102,72,22817.45
"2012-12-12","18",2686,127,69,22785.1
"2012-12-12","19",2372,116,73,26066.71
"2012-12-12","20",2241,98,57,18206.11
"2012-12-12","21",1739,84,46,17259.19
"2012-12-12","22",1458,59,44,19295.54
"2012-12-12","23",891,45,25,6942.01
"2012-12-13","00",816,39,24,13718.85
"2012-12-13","01",198,7,5,1202.12
"2012-12-13","02",426,20,13,7428.71
"2012-12-13","03",138,9,4,3641.06
"2012-12-13","04",308,13,8,1567.09
"2012-12-13","05",552,24,13,8369.14
"2012-12-13","06",851,38,30,10788.51
"2012-12-13","07",960,39,32,12855.62
"2012-12-13","08",1285,59,36,10708.57
"2012-12-13","09",1675,81,51,11768.26
"2012-12-13","10",1324,62,40,15036.92
"2012-12-13","11",1455,60,45,14636.26
"2012-12-13","12",2080,84,60,27977.56
"2012-12-13","13",1764,72,53,14744.6
"2012-12-13","14",1541,65,48,15055.29
"2012-12-13","15",1522,66,50,16543.89
"2012-12-13","16",1729,73,50,20176.93
"2012-12-13","17",2067,89,53,17306.59
"2012-12-13","18",2050,86,56,22701.88
"2012-12-13","19",1811,82,44,15075.87
"2012-12-13","20",1678,76,54,16850.22
"2012-12-13","21",1004,46,34,11587.75
"2012-12-13","22",1362,60,38,17437.75
"2012-12-13","23",901,46,28,10503.2
"2012-12-14","00",611,31,17,10311.9
"2012-12-14","01",453,17,15,4374.01
"2012-12-14","02",299,11,6,1108.29
"2012-12-14","03",293,13,8,1206.24
"2012-12-14","04",496,20,16,2835.11
"2012-12-14","05",544,22,17,4497.45
"2012-12-14","06",846,37,26,7276.07
"2012-12-14","07",1128,44,24,15407.76
"2012-12-14","08",1852,70,46,11821.32
"2012-12-14","09",2162,98,53,19743.28
"2012-12-14","10",1466,60,39,11257.16
"2012-12-14","11",1737,85,57,21678.01
"2012-12-14","12",1741,72,50,17830.93
"2012-12-14","13",1581,77,46,21868.47
"2012-12-14","14",1868,79,57,25095.24
"2012-12-14","15",2214,90,60,20310.47
"2012-12-14","16",1672,76,51,15764.9
"2012-12-14","17",1683,70,38,11829.76
"2012-12-14","18",1354,57,35,12325.6
"2012-12-14","19",1201,48,35,9726.07
"2012-12-14","20",1121,47,32,9649.71
"2012-12-14","21",1134,50,30,7560.93
"2012-12-14","22",1162,45,30,13019.54
"2012-12-14","23",754,38,18,5766.94
"2012-12-15","00",556,24,20,5212.79
"2012-12-15","01",348,14,9,5576.91
"2012-12-15","02",154,6,1,343.06
"2012-12-15","03",390,17,10,2415.46
"2012-12-15","04",374,16,9,3138.29
"2012-12-15","05",126,6,5,919.57
"2012-12-15","06",630,26,16,6015.68
"2012-12-15","07",764,32,22,8870.39
"2012-12-15","08",1340,53,36,15055.41
"2012-12-15","09",1074,48,35,15703.29
"2012-12-15","10",1644,71,44,9385.05
"2012-12-15","11",1390,61,42,14469.13
"2012-12-15","12",1347,65,34,10619.73
"2012-12-15","13",1192,57,34,13547.41
"2012-12-15","14",1575,79,44,12789.29
"2012-12-15","15",1451,68,37,9755.25
"2012-12-15","16",1230,56,37,15904.86
"2012-12-15","17",1285,60,35,11561.52
"2012-12-15","18",1425,60,40,15085.46
"2012-12-15","19",1234,51,32,10326.17
"2012-12-15","20",1109,61,32,14510.9
"2012-12-15","21",963,39,19,5193.43
"2012-12-15","22",841,38,19,8006.25
"2012-12-15","23",915,44,20,6725.65
"2012-12-16","00",472,26,14,7311.69
"2012-12-16","01",274,13,9,2441.21
"2012-12-16","02",198,9,7,2764.42
"2012-12-16","03",338,12,8,1948.53
"2012-12-16","04",273,14,9,2405.62
"2012-12-16","05",514,19,14,4138.4
"2012-12-16","06",669,25,19,3834.23
"2012-12-16","07",512,19,12,1955.48
"2012-12-16","08",1050,42,29,14528.21
"2012-12-16","09",999,43,34,12912.77
"2012-12-16","10",1392,61,44,14351.96
"2012-12-16","11",1353,60,33,14881.53
"2012-12-16","12",1625,74,53,21732.73
"2012-12-16","13",1752,80,55,32059.22
"2012-12-16","14",1912,88,54,21575.64
"2012-12-16","15",1396,63,38,10804.36
"2012-12-16","16",1537,71,35,10435.09
"2012-12-16","17",1947,84,52,21708.62
"2012-12-16","18",2315,103,60,25486.23
"2012-12-16","19",2037,87,52,17888.69
"2012-12-16","20",2115,123,55,17499.02
"2012-12-16","21",1643,73,43,15532.01
"2012-12-16","22",1534,75,44,17614.91
"2012-12-16","23",875,40,23,11863.42
"2012-12-17","00",512,23,13,7243.08
"2012-12-17","01",280,14,5,1368.97
"2012-12-17","02",449,21,12,6371.12
"2012-12-17","03",255,9,5,2275.84
"2012-12-17","04",326,17,13,3365.99
"2012-12-17","05",302,11,5,2682.47
"2012-12-17","06",1095,50,28,6424.49
"2012-12-17","07",1477,61,39,12210.23
"2012-12-17","08",1638,68,46,14757.88
"2012-12-17","09",1479,63,41,13954.07
"2012-12-17","10",1749,82,51,13820.03
"2012-12-17","11",2488,104,66,22639.79
"2012-12-17","12",2567,126,69,25259.16
"2012-12-17","13",2045,91,62,18094.73
"2012-12-17","14",1978,84,49,16572.65
"2012-12-17","15",2055,96,56,24374.53
"2012-12-17","16",2418,104,76,23905.4
"2012-12-17","17",2227,119,64,23489.55
"2012-12-17","18",2407,105,60,20008.95
"2012-12-17","19",2064,88,57,18781.5
"2012-12-17","20",2445,108,68,21809.99
"2012-12-17","21",1686,80,50,25941.3
"2012-12-17","22",1457,68,38,13668.72
"2012-12-17","23",1254,73,32,9904.15
"2012-12-18","00",781,37,17,7547.51
"2012-12-18","01",236,12,6,2495.35
"2012-12-18","02",241,11,7,2693.69
"2012-12-18","03",377,14,9,1950.43
"2012-12-18","04",347,17,14,5738.22
"2012-12-18","05",511,25,13,3739.04
"2012-12-18","06",1251,44,31,12977.35
"2012-12-18","07",1581,60,45,8558.51
"2012-12-18","08",1214,55,35,6569.51
"2012-12-18","09",1602,73,46,15147.86
"2012-12-18","10",1588,71,39,13115.63
"2012-12-18","11",2045,84,57,13697.16
"2012-12-18","12",2096,92,61,29792.42
"2012-12-18","13",1838,89,56,25640.92
"2012-12-18","14",1919,76,52,15889.78
"2012-12-18","15",2276,94,63,21806.53
"2012-12-18","16",1848,80,52,16876.41
"2012-12-18","17",1819,82,54,19677.05
"2012-12-18","18",1732,74,44,13984.01
"2012-12-18","19",1853,79,46,18676.88
"2012-12-18","20",1817,79,48,19364.87
"2012-12-18","21",1544,78,50,16440.06
"2012-12-18","22",1649,68,44,13882.24
"2012-12-18","23",1014,41,28,8170.98
"2012-12-19","00",596,38,20,9310.63
"2012-12-19","01",560,23,19,9962.51
"2012-12-19","02",290,13,10,3193.48
"2012-12-19","03",209,9,8,6426.5
"2012-12-19","04",343,14,10,3889.64
"2012-12-19","05",481,30,14,3662.46
"2012-12-19","06",1024,40,22,6202.51
"2012-12-19","07",1352,57,35,14188.22
"2012-12-19","08",1518,63,47,24712.47
"2012-12-19","09",1454,63,39,18580.99
"2012-12-19","10",1656,73,50,15716.36
"2012-12-19","11",2190,93,69,28924.48
"2012-12-19","12",2201,89,58,19641.84
"2012-12-19","13",1792,72,53,17770.52
"2012-12-19","14",1802,86,50,22399.81
"2012-12-19","15",1668,84,50,24874.82
"2012-12-19","16",1985,84,56,20634.5
"2012-12-19","17",2081,100,64,20113.85
"2012-12-19","18",1720,86,52,22073.71
"2012-12-19","19",1987,91,58,18464.39
"2012-12-19","20",1547,82,50,14784.22
"2012-12-19","21",1583,70,54,17876.45
"2012-12-19","22",1432,69,37,13643.97
"2012-12-19","23",943,43,23,8154.34
"2012-12-20","00",903,39,22,7429.24
"2012-12-20","01",374,19,10,4215.88
"2012-12-20","02",291,13,8,5874.25
"2012-12-20","03",219,9,8,2626.74
"2012-12-20","04",326,13,12,4848.22
"2012-12-20","05",576,22,19,7314.5
"2012-12-20","06",1155,52,40,15138.66
"2012-12-20","07",1565,74,52,16852.87
"2012-12-20","08",1659,64,49,19295.29
"2012-12-20","09",1696,65,38,9754.38
"2012-12-20","10",1957,84,52,15465.12
"2012-12-20","11",2090,93,64,25454.49
"2012-12-20","12",2107,93,68,23633.72
"2012-12-20","13",1915,84,52,23471.34
"2012-12-20","14",1895,73,54,14457.3
"2012-12-20","15",1888,72,50,23907.54
"2012-12-20","16",2109,87,54,22261.56
"2012-12-20","17",1892,89,51,21535.27
"2012-12-20","18",1537,65,41,16280.4
"2012-12-20","19",1476,79,46,14579.26
"2012-12-20","20",2050,89,58,18571.23
"2012-12-20","21",1525,68,41,16093.07
"2012-12-20","22",1256,53,38,12683.21
"2012-12-20","23",625,24,19,10007.28
"2012-12-21","00",582,32,14,5567.85
"2012-12-21","01",560,26,15,12801.89
"2012-12-21","02",220,13,9,3611.75
"2012-12-21","03",329,13,10,2363.46
"2012-12-21","04",212,8,4,2193.13
"2012-12-21","05",734,32,22,4307.09
"2012-12-21","06",917,42,32,11772.75
"2012-12-21","07",1554,61,39,14778.96
"2012-12-21","08",1601,70,47,13424.21
"2012-12-21","09",1557,85,42,12395.82
